index,source_program_key,venue_key,venue_id,canonical_name,aliases,city,state,venue_type,known_opened,known_closed,venue_date_precision,games_currently_assigned,first_assigned_game,last_assigned_game,relationship_type,relationship_start,relationship_end,relationship_date_precision,site_rule,source_basis,notes
15,south-carolina,charlotte-coliseum-1955,VEN-000040,Charlotte Coliseum (1955 building),Charlotte Coliseum I,Charlotte,NC,arena,,,unknown,11,1968-03-07,1988-01-02,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000040. Integration preflight disambiguation: the bare alias 'Charlotte Coliseum' intentionally is not registered in the South Carolina venue relationship layer because that historical name refers to two distinct Charlotte physical venues. Raw source wording remains preserved in source-games.csv; curated venue names retain the date-aware physical assignment.
16,south-carolina,charlotte-coliseum-1988,VEN-000041,Charlotte Coliseum (1988 building),Charlotte Coliseum II,Charlotte,NC,arena,,,unknown,16,1990-11-30,1998-12-05,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000041. Integration preflight disambiguation: the bare alias 'Charlotte Coliseum' intentionally is not registered in the South Carolina venue relationship layer because that historical name refers to two distinct Charlotte physical venues. Raw source wording remains preserved in source-games.csv; curated venue names retain the date-aware physical assignment.
17,south-carolina,coleman-coliseum,VEN-000048,Coleman Coliseum,,Tuscaloosa,AL,arena,,,unknown,1,2026-02-14,2026-02-14,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000048.
18,south-carolina,coliseo-ruben-rodriguez,VEN-000347,Coliseo Rubén Rodríguez,Ruben Rodriguez Coliseum,Bayamón,PR,arena,,,unknown,3,1999-11-25,1999-11-27,,,,,,Reciprocal 1999 Puerto Rico Shootout schedule evidence identifies Coliseo Rubén Rodríguez in Bayamón.,Research-lane physical identity; accent-preserving canonical label proposed for integration rebase. Integration rebase resolved final global venue ID VEN-000347.
19,south-carolina,colonial-hall-greenbrier,VEN-000348,Colonial Hall at The Greenbrier,,White Sulphur Springs,WV,arena,,,unknown,2,2025-11-21,2025-11-23,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000348.
20,south-carolina,colonial-life-arena,VEN-000049,Colonial Life Arena,Carolina Center; Colonial Center,Columbia,SC,arena,,,unknown,403,2002-11-24,2026-03-03,home,2002-11-24,2026-03-03,exact,SOURCE_PROGRAM_HOME,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000049.
21,south-carolina,desert-diamond-arena,VEN-000349,Desert Diamond Arena,Gila River Arena,Glendale,AZ,arena,,,unknown,2,2023-11-17,2023-11-19,,,,,,Arizona Tip-Off official 2023 event announcement.,Research-lane physical identity; current venue name is Desert Diamond Arena. Integration rebase resolved final global venue ID VEN-000349.
22,south-carolina,don-haskins-center,VEN-000325,Don Haskins Center,Special Events Center,El Paso,TX,arena,,,unknown,1,1989-12-29,1989-12-29,,,,,,Kansas State official Sun Carnival schedule and UTEP historical Sun Carnival / Special Events Center evidence.,Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000325.
23,south-carolina,donald-l-tucker-civic-center,VEN-000058,Donald L. Tucker Civic Center,Tallahassee-Leon County Civic Center,Tallahassee,FL,arena,,,unknown,1,2006-03-21,2006-03-21,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000058.
24,south-carolina,e-a-diddle-arena,VEN-000059,E.A. Diddle Arena,E. A. Diddle Arena,Bowling Green,KY,arena,,,unknown,1,1980-11-29,1980-11-29,,,,,,Iona official historical schedule plus reciprocal arena evidence for the 1980 South Carolina game.,Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000059.
25,south-carolina,enterprise-center,VEN-000060,Enterprise Center,,St. Louis,MO,arena,,,unknown,2,2018-03-07,2018-03-08,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000060.
26,south-carolina,fifth-third-arena,VEN-000350,Fifth Third Arena,,Cincinnati,OH,arena,,,unknown,1,2006-03-23,2006-03-23,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000350.
27,south-carolina,freedom-hall,VEN-000069,Freedom Hall,,Louisville,KY,arena,,,unknown,6,1973-12-27,1987-03-07,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000069.
28,south-carolina,gampel-pavilion,VEN-000351,Gampel Pavilion,Harry A. Gampel Pavilion,Storrs,CT,arena,,,unknown,1,2001-03-14,2001-03-14,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000351.
29,south-carolina,georgia-dome,VEN-000073,Georgia Dome,,Atlanta,GA,arena,,,unknown,22,1995-03-09,2014-03-14,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000073.
30,south-carolina,greensboro-coliseum,VEN-000076,Greensboro Coliseum,,Greensboro,NC,arena,,,unknown,6,1967-03-09,1983-03-24,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000076.
31,south-carolina,hard-rock-hotel-riviera-maya-convention-center,VEN-000352,Hard Rock Hotel Riviera Maya Convention Center,Hard Rock Hotel Riviera Maya Convention Center ballroom; Hard Rock Riviera Maya Convention Center,Puerto Aventuras,MX,convention_center,,,unknown,2,2019-11-26,2019-11-27,,,,,,Wichita State 2019 Cancun Challenge release; Cancun Challenge official FAQ; Hard Rock Hotel Riviera Maya facility material.,"Cancun Challenge uses a converted convention-center ballroom at Hard Rock Hotel Riviera Maya, not the Hard Rock Cancun property. Integration rebase resolved final global venue ID VEN-000352."
32,south-carolina,harrahs-cherokee-center,VEN-000353,Harrah's Cherokee Center,ExploreAsheville.com Arena,Asheville,NC,arena,,,unknown,2,2021-11-12,2021-11-14,,,,,,Princeton and Western Kentucky official 2021 Asheville Championship game/event material.,Official box score labels site as Harrah's Cherokee Center; arena within complex also branded ExploreAsheville.com Arena. Integration rebase resolved final global venue ID VEN-000353.
33,south-carolina,hofheinz-pavilion,VEN-000291,Hofheinz Pavilion,,Houston,TX,arena,,,unknown,2,1973-03-15,1973-03-17,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000291.
34,south-carolina,hoosier-dome,VEN-000083,Hoosier Dome,RCA Dome,Indianapolis,IN,arena,,,unknown,2,1998-11-07,1998-11-08,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000083.
35,south-carolina,hp-field-house,VEN-000084,HP Field House,Disney's Milk House; Milk House,Orlando,FL,arena,,,unknown,3,2007-11-22,2007-11-25,,,,,,South Carolina Athletics / George Mason official 2007 Old Spice Classic event material.,Venue was branded Disney's Milk House in 2007; research-lane identity to be rebound to current global venue registry. Integration rebase resolved final global venue ID VEN-000084.
36,south-carolina,htc-center,VEN-000354,HTC Center,,Conway,SC,arena,,,unknown,3,2017-11-16,2017-11-19,,,,,,South Carolina Athletics 2017 Puerto Rico Tip-Off at Myrtle Beach announcement.,Physical venue is in Conway despite Myrtle Beach event branding. Integration rebase resolved final global venue ID VEN-000354.
37,south-carolina,kemper-arena,VEN-000099,Kemper Arena,,Kansas City,MO,arena,,,unknown,1,2004-03-19,2004-03-19,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000099.
38,south-carolina,mvp-arena,VEN-000145,Knickerbocker Arena,Pepsi Arena; Times Union Center; MVP Arena,Albany,NY,arena,,,unknown,1,1991-03-19,1991-03-19,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase: research key 'knickerbocker-arena' rebound to current-main physical key 'mvp-arena'. Integration rebase resolved final global venue ID VEN-000145.
39,south-carolina,lahaina-civic-center,VEN-000108,Lahaina Civic Center,,Lahaina,HI,arena,,,unknown,6,1996-11-25,2001-11-21,,,,,,Maui Invitational historical/event evidence; South Carolina official schedule archive for participation/location.,Research-lane physical identity; current-main rebase must reuse/confirm the global venue identity. Integration rebase resolved final global venue ID VEN-000108.
40,south-carolina,legacy-arena,VEN-000109,Legacy Arena,Birmingham-Jefferson Convention Complex Arena,Birmingham,AL,arena,,,unknown,1,1992-03-12,1992-03-12,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000109.
41,south-carolina,littlejohn-coliseum,VEN-000355,Littlejohn Coliseum,,Clemson,SC,arena,,,unknown,1,2025-12-16,2025-12-16,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000355.
42,south-carolina,madison-square-garden-1968,VEN-000124,Madison Square Garden,Madison Square Garden IV,New York,NY,arena,,,unknown,16,1969-03-15,2017-11-30,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase: research key 'madison-square-garden-current' rebound to current-main physical key 'madison-square-garden-1968'. Integration rebase resolved final global venue ID VEN-000124.
43,south-carolina,memphis-pyramid,VEN-000131,Memphis Pyramid,The Pyramid,Memphis,TN,arena,,,unknown,4,1994-03-10,1997-03-08,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000131.
44,south-carolina,mid-south-coliseum,VEN-000136,Mid-South Coliseum,,Memphis,TN,arena,,,unknown,5,1984-03-09,1988-03-12,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000136.
45,south-carolina,mississippi-coast-coliseum,VEN-000243,Mississippi Coast Coliseum,,Biloxi,MS,arena,,,unknown,1,1990-03-08,1990-03-08,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000243.
46,south-carolina,mohegan-sun-arena,VEN-000139,Mohegan Sun Arena,,Uncasville,CT,arena,,,unknown,3,2015-12-22,2018-11-18,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000139.
47,south-carolina,moody-center,VEN-000140,Moody Center,,Austin,TX,arena,,,unknown,1,2026-02-03,2026-02-03,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000140.
48,south-carolina,municipal-auditorium-kc,VEN-000143,Municipal Auditorium,,Kansas City,MO,arena,,,unknown,2,2003-11-24,2003-11-25,,,,,,South Carolina Athletics 2003 Guardians Classic announcement identifies Municipal Auditorium for championship rounds.,Kansas City Municipal Auditorium; research-lane identity to be rebound to current global venue registry. Integration rebase resolved final global venue ID VEN-000143.
49,south-carolina,neville-arena,VEN-000150,Neville Arena,,Auburn,AL,arena,,,unknown,1,2026-01-17,2026-01-17,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000150.
50,south-carolina,omni-coliseum,VEN-000157,Omni Coliseum,,Atlanta,GA,arena,,,unknown,2,1988-12-29,1988-12-30,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000157.
51,south-carolina,orleans-arena,VEN-000356,Orleans Arena,The Orleans Arena,Las Vegas,NV,arena,,,unknown,2,2011-11-25,2011-11-26,,,,,,South Carolina Athletics and official Las Vegas Invitational participant material.,Research-lane physical identity; Implementation must rebase/reuse if present on current main. Integration rebase resolved final global venue ID VEN-000356.
52,south-carolina,owensboro-sportscenter,VEN-000357,Owensboro Sportscenter,,Owensboro,KY,arena,,,unknown,2,1953-12-30,1953-12-31,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000357.
53,south-carolina,pete-maravich-assembly-center,VEN-000163,Pete Maravich Assembly Center,,Baton Rouge,LA,arena,,,unknown,1,2026-01-06,2026-01-06,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000163.
54,south-carolina,mellon-arena,VEN-000241,Pittsburgh Civic Arena,,Pittsburgh,PA,arena,,,unknown,1,1997-03-14,1997-03-14,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase: research key 'pittsburgh-civic-arena' rebound to current-main physical key 'mellon-arena'. Integration rebase resolved final global venue ID VEN-000241.
55,south-carolina,ppg-paints-arena,VEN-000167,PPG Paints Arena,,Pittsburgh,PA,arena,,,unknown,1,2024-03-21,2024-03-21,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000167.
56,south-carolina,puerto-vallarta-international-convention-center,VEN-000358,Puerto Vallarta International Convention Center,,Puerto Vallarta,MX,arena,,,unknown,2,2012-11-24,2012-11-25,,,,,,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Research-lane physical identity. Numeric venue_id intentionally left blank; Implementation must rebase against current main and reuse/allocate authoritative global identity. Integration rebase resolved final global venue ID VEN-000358.
