index,source_program_key,venue_key,venue_id,canonical_name,aliases,city,state,venue_type,known_opened,known_closed,venue_date_precision,games_currently_assigned,first_assigned_game,last_assigned_game,relationship_type,relationship_start,relationship_end,relationship_date_precision,site_rule,source_basis,notes
10,wisconsin,enterprise-center,VEN-000060,Enterprise Center,Scottrade Center,St. Louis,MO,arena,,,unknown,2,2016-03-18,2016-03-20,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000060.
11,wisconsin,extramile-arena,VEN-000061,ExtraMile Arena,BSU Pavilion;Taco Bell Arena,Boise,ID,arena,,,unknown,3,2001-03-15,2009-03-22,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000061.
12,wisconsin,fiserv-forum,VEN-000063,Fiserv Forum,,Milwaukee,WI,arena,,,unknown,3,2022-03-18,2025-12-19,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000063.
13,wisconsin,ford-field,VEN-000066,Ford Field,,Detroit,MI,stadium,,,unknown,1,2008-03-28,2008-03-28,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000066.
14,wisconsin,gainbridge-fieldhouse,VEN-000070,Gainbridge Fieldhouse,,Indianapolis,IN,arena,,,unknown,21,2002-03-08,2025-03-16,,,,,,Owner-authorized complete Big Ten section of Conference Tournament Site Reference; current-main global venue registry.,Integration rebase resolved final global venue ID VEN-000070.
15,wisconsin,hinkle-fieldhouse,VEN-000080,Hinkle Fieldhouse,,Indianapolis,IN,fieldhouse,,,unknown,1,2021-03-21,2021-03-21,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000080.
16,wisconsin,honda-center,VEN-000082,Honda Center,,Anaheim,CA,arena,,,unknown,2,2014-03-28,2014-03-30,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000082.
17,wisconsin,hoosier-dome,VEN-000083,Hoosier Dome,RCA Dome,Indianapolis,IN,stadium,,,unknown,1,2000-04-01,2000-04-01,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000083.
18,wisconsin,hubert-h-humphrey-metrodome,VEN-000085,Hubert H. Humphrey Metrodome,HHH Metrodome,Minneapolis,MN,stadium,,,unknown,1,2003-03-27,2003-03-27,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000085.
19,wisconsin,jma-wireless-dome,VEN-000096,JMA Wireless Dome,Carrier Dome,Syracuse,NY,arena,,,unknown,2,2005-03-25,2005-03-27,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000096.
20,wisconsin,jenny-craig-pavilion,VEN-000094,Jenny Craig Pavilion,,San Diego,CA,arena,,,unknown,2,2025-11-27,2025-11-28,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity.,Integration rebase resolved final global venue ID VEN-000094.
21,wisconsin,jon-m-huntsman-center,VEN-000097,Jon M. Huntsman Center,Huntsman Center,Salt Lake City,UT,arena,,,unknown,2,2000-03-16,2000-03-18,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000097.
22,wisconsin,keybank-center,VEN-000103,KeyBank Center,,Buffalo,NY,arena,,,unknown,2,2017-03-16,2017-03-18,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000103.
23,wisconsin,kohl-center,VEN-000107,Kohl Center,,Madison,WI,arena,,,unknown,464,1998-01-17,2026-03-04,PRIMARY_HOME,1998-01-17,,EXACT,Assign only after SOURCE_PROGRAM_HOME is independently established.,Wisconsin facility history; current-main global venue registry.,Integration rebase resolved final global venue ID VEN-000107.
24,wisconsin,lucas-oil-stadium,VEN-000120,Lucas Oil Stadium,,Indianapolis,IN,stadium,,,unknown,4,2015-04-04,2021-03-12,,,,,,Owner-authorized complete Big Ten section of Conference Tournament Site Reference; current-main global venue registry; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000120.
25,wisconsin,mackey-arena,VEN-000122,Mackey Arena,,West Lafayette,IN,arena,,,unknown,1,2021-03-19,2021-03-19,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000122.
26,wisconsin,madison-square-garden-1968,VEN-000124,Madison Square Garden,,New York,NY,arena,,,unknown,3,2017-03-24,2018-03-02,,,,,,Owner-authorized complete Big Ten section of Conference Tournament Site Reference; current-main global venue registry; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000124.
27,wisconsin,madison-square-garden-1925,VEN-000123,Madison Square Garden (1925),Madison Square Garden,New York,NY,arena,,,unknown,2,1947-03-20,1947-03-22,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000123.
28,wisconsin,mckale-center,VEN-000127,McKale Center,,Tucson,AZ,arena,,,unknown,2,2011-03-17,2011-03-19,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000127.
29,wisconsin,mellon-arena,VEN-000241,Mellon Arena,Civic Arena,Pittsburgh,PA,arena,,,unknown,1,1997-03-14,1997-03-14,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000241.
30,wisconsin,moda-center,VEN-000138,Moda Center,,Portland,OR,arena,,,unknown,1,2026-03-19,2026-03-19,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000138.
31,wisconsin,municipal-auditorium-kc,VEN-000143,Municipal Auditorium,,Kansas City,MO,arena,,,unknown,1,1941-03-29,1941-03-29,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000143.
32,wisconsin,numerica-veterans-arena,VEN-000152,Numerica Veterans Arena,Spokane Arena,Spokane,WA,arena,,,unknown,2,2003-03-20,2003-03-22,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000152.
33,wisconsin,paycom-center,VEN-000162,Paycom Center,Ford Center,Oklahoma City,OK,arena,,,unknown,2,2005-03-18,2005-03-20,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000162.
34,wisconsin,wisconsin-red-gym,VEN-000300,Red Gym,,Madison,WI,gymnasium,1894,,YEAR,236,1899-03-04,1930-03-08,PRIMARY_HOME,1899-03-04,1930-03-08,EXACT,Assign only after SOURCE_PROGRAM_HOME is independently established.,Wisconsin program history and facility history; research-time new physical identity.,Provisional research-time venue_id VEN-000284. Must be rebased against current main before INTEGRATION_FROZEN; numeric IDs are not portable across research lanes. Integration rebase resolved final global venue ID VEN-000300.
35,wisconsin,sap-center,VEN-000183,SAP Center,,San Jose,CA,arena,,,unknown,1,2019-03-22,2019-03-22,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000183.
36,wisconsin,smoothie-king-center,VEN-000188,Smoothie King Center,New Orleans Arena,New Orleans,LA,arena,,,unknown,1,2011-03-24,2011-03-24,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000188.
37,wisconsin,t-mobile-center,VEN-000202,T-Mobile Center,Sprint Center,Kansas City,MO,arena,,,unknown,1,2013-03-22,2013-03-22,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000202.
38,wisconsin,td-garden,VEN-000203,TD Garden,,Boston,MA,arena,,,unknown,1,2012-03-22,2012-03-22,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000203.
39,wisconsin,target-center,VEN-000260,Target Center,,Minneapolis,MN,arena,,,unknown,4,2024-03-14,2024-03-17,,,,,,Owner-authorized complete Big Ten section of Conference Tournament Site Reference; current-main global venue registry.,Integration rebase resolved final global venue ID VEN-000260.
40,wisconsin,the-pit,VEN-000208,The Pit,University Arena,Albuquerque,NM,arena,,,unknown,4,2000-03-23,2012-03-17,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000208.
41,wisconsin,united-center,VEN-000217,United Center,,Chicago,IL,arena,,,unknown,29,1998-03-05,2026-03-14,,,,,,Owner-authorized complete Big Ten section of Conference Tournament Site Reference; current-main global venue registry; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000217.
42,wisconsin,vystar-veterans-memorial-arena,VEN-000227,VyStar Veterans Memorial Arena,Memorial Arena,Jacksonville,FL,arena,,,unknown,2,2010-03-19,2010-03-21,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000227.
43,wisconsin,wisconsin-field-house,VEN-000232,Wisconsin Field House,UW Field House,Madison,WI,fieldhouse,,,unknown,848,1930-12-13,1998-01-14,PRIMARY_HOME,1930-12-13,1998-01-14,EXACT,Assign only after SOURCE_PROGRAM_HOME is independently established.,Wisconsin facility history; current-main global venue registry; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000232.
44,wisconsin,xfinity-mobile-arena,VEN-000237,Xfinity Mobile Arena,Wachovia Center;Wells Fargo Center,Philadelphia,PA,arena,,,unknown,2,2006-03-17,2016-03-25,,,,,,Wisconsin official record book / official schedule and established current-main global venue identity; Wisconsin dedicated NCAA Tournament summaries / current-main physical venue registry.,Integration rebase resolved final global venue ID VEN-000237.
