index,source_program_key,venue_key,venue_id,canonical_name,aliases,city,state,venue_type,known_opened,known_closed,venue_date_precision,games_currently_assigned,first_assigned_game,last_assigned_game,relationship_type,relationship_start,relationship_end,relationship_date_precision,site_rule,source_basis,notes
21,mississippi-state,jma-wireless-dome,VEN-000096,JMA Wireless Dome,,Syracuse,NY,stadium,,,unknown,1,1991-03-15,1991-03-15,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
22,mississippi-state,kfc-yum-center,VEN-000104,KFC Yum! Center,,Louisville,KY,arena,,,unknown,1,2018-03-20,2018-03-20,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
23,mississippi-state,legacy-arena,VEN-000109,Legacy Arena,,Birmingham,AL,arena,,,unknown,8,1979-02-28,2003-03-21,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
24,mississippi-state,lenovo-center,VEN-000110,Lenovo Center,,Raleigh,NC,arena,,,unknown,1,2025-03-21,2025-03-21,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
25,mississippi-state,madison-square-garden-1968,VEN-000124,Madison Square Garden,,New York,NY,arena,,,unknown,2,2007-03-27,2018-03-27,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
26,mississippi-state,mccamish-pavilion,VEN-000249,McCamish Pavilion,,Atlanta,GA,arena,,,unknown,2,2008-03-15,2025-12-03,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
27,mississippi-state,mccarthy-gymnasium,VEN-000250,McCarthy Gymnasium,New Gym,Starkville,MS,gymnasium,,,unknown,284,1950-12-15,1975-03-08,primary_home,1950-12-15,1975-11-30,exact,A Mississippi State game must already be independently classified home before primary-home chronology may supply venue/location; game-level H/A/N evidence remains authoritative.,Owner-supplied Mississippi State venue chronology; Mississippi State official historical evidence.,Originally called New Gym. First Mississippi State basketball game in the building was 1950-12-15 vs. LSU.
28,mississippi-state,memorial-gymnasium,VEN-000130,Memorial Gymnasium,,Nashville,TN,gymnasium,,,unknown,2,1984-03-07,1991-03-08,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
29,mississippi-state,memphis-pyramid,VEN-000131,Memphis Pyramid,,Memphis,TN,arena,,,unknown,3,1994-03-10,1997-03-06,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
30,mississippi-state,mizzou-arena,VEN-000137,Mizzou Arena,,Columbia,MO,arena,,,unknown,1,2026-01-31,2026-01-31,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
31,mississippi-state,moda-center,VEN-000138,Moda Center,,Portland,OR,arena,,,unknown,1,2009-03-19,2009-03-19,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
32,mississippi-state,moody-center,VEN-000140,Moody Center,,Austin,TX,arena,,,unknown,1,2026-01-03,2026-01-03,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
33,mississippi-state,oconnell-center,VEN-000154,O'Connell Center,,Gainesville,FL,arena,,,unknown,1,2026-03-03,2026-03-03,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
34,mississippi-state,oakland-coliseum-arena,VEN-000153,Oakland Coliseum Arena,,Oakland,CA,arena,,,unknown,1,1995-03-23,1995-03-23,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
35,mississippi-state,omni-coliseum,VEN-000157,Omni Coliseum,,Atlanta,GA,arena,,,unknown,1,1987-03-05,1987-03-05,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
36,mississippi-state,orlando-arena,VEN-000158,Orlando Arena,,Orlando,FL,arena,,,unknown,3,1990-03-09,2004-03-21,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
37,mississippi-state,pete-maravich-assembly-center,VEN-000163,Pete Maravich Assembly Center,,Baton Rouge,LA,arena,,,unknown,2,1988-03-10,2026-01-28,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
38,mississippi-state,reed-arena,VEN-000171,Reed Arena,,College Station,TX,arena,,,unknown,1,2026-01-21,2026-01-21,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
39,mississippi-state,rupp-arena,VEN-000181,Rupp Arena,,Lexington,KY,arena,,,unknown,8,1982-03-03,2026-01-10,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
40,mississippi-state,sanford-pentagon,VEN-000251,Sanford Pentagon,,Sioux Falls,SD,arena,,,unknown,1,2025-11-10,2025-11-10,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
41,mississippi-state,sap-center,VEN-000183,SAP Center,,San Jose,CA,arena,,,unknown,1,2019-03-22,2019-03-22,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
42,mississippi-state,simmons-bank-arena,VEN-000185,Simmons Bank Arena,,North Little Rock,AR,arena,,,unknown,2,2008-03-21,2008-03-23,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
43,mississippi-state,sjb-pavilion,VEN-000187,SJB Pavilion,,Oxford,MS,arena,,,unknown,1,2026-02-14,2026-02-14,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
44,mississippi-state,smoothie-king-center,VEN-000188,Smoothie King Center,,New Orleans,LA,arena,,,unknown,1,2012-03-08,2012-03-08,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
45,mississippi-state,spectrum-center,VEN-000190,Spectrum Center,,Charlotte,NC,arena,,,unknown,1,2024-03-21,2024-03-21,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
46,mississippi-state,t-mobile-center,VEN-000202,T-Mobile Center,,Kansas City,MO,arena,,,unknown,2,2025-11-20,2025-11-21,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
47,mississippi-state,thompson-boling-arena,VEN-000211,Thompson-Boling Arena,,Knoxville,TN,arena,,,unknown,1,1989-03-09,1989-03-09,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
48,mississippi-state,tin-gym,VEN-000252,Tin Gym,,Starkville,MS,gymnasium,,,unknown,161,1932-01-25,1950-02-04,primary_home,1932-01-25,1950-12-14,exact,A Mississippi State game must already be independently classified home before primary-home chronology may supply venue/location; game-level H/A/N evidence remains authoritative.,Owner-supplied Mississippi State venue chronology; Mississippi State official historical evidence.,"First established basketball relationship date is 1932-01-25. Mississippi State sources conflict on physical construction/opening year (1929 vs. 1931), so no physical opening year is invented."
49,mississippi-state,university-of-dayton-arena,VEN-000221,University of Dayton Arena,,Dayton,OH,arena,,,unknown,1,2023-03-14,2023-03-14,,,,,,Mississippi State official historical/postseason evidence and/or owner-supplied completed 2025-26 schedule.,Per-game external venue assignment; physical identity reuses the established global venue registry.
