index,source_program_key,venue_key,venue_id,canonical_name,aliases,city,state,venue_type,known_opened,known_closed,venue_date_precision,games_currently_assigned,first_assigned_game,last_assigned_game,relationship_type,relationship_start,relationship_end,relationship_date_precision,site_rule,source_basis,notes
10,georgia,colonial-life-arena,VEN-000049,Colonial Life Arena,,Columbia,SC,arena,,,unknown,1,2026-01-10,2026-01-10,,,,,,Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
11,georgia,donald-l-tucker-civic-center,VEN-000058,Donald L. Tucker Civic Center,,Tallahassee,FL,arena,,,unknown,1,2025-12-02,2025-12-02,,,,,,Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
12,georgia,enterprise-center,VEN-000060,Enterprise Center,,St. Louis,MO,arena,,,unknown,3,2018-03-07,2018-03-09,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
13,georgia,freedom-hall,VEN-000069,Freedom Hall,,Louisville,KY,arena,,,unknown,1,1991-03-14,1991-03-14,,,,,,Georgia media guide NCAA Tournament history plus established project NCAA archival site evidence/global physical venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
14,georgia,georgia-dome,VEN-000073,Georgia Dome,,Atlanta,GA,stadium,,,unknown,16,1995-03-10,2014-03-15,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
15,georgia,greensboro-coliseum,VEN-000076,Greensboro Coliseum,,Greensboro,NC,arena,,,unknown,2,1983-03-19,2001-03-15,,,,,,Georgia media guide NCAA Tournament history plus established project NCAA archival site evidence/global physical venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
16,georgia,hoosier-dome,VEN-000083,Hoosier Dome,,Indianapolis,IN,stadium,,,unknown,1,1990-03-16,1990-03-16,,,,,,Georgia media guide NCAA Tournament history plus established project NCAA archival site evidence/global physical venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
17,georgia,huey-long-field-house,VEN-000247,Huey Long Field House,,Baton Rouge,LA,fieldhouse,,,unknown,1,1938-03-03,1938-03-03,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
18,georgia,humphrey-coliseum,VEN-000087,Humphrey Coliseum,,Starkville,MS,arena,,,unknown,1,2026-03-07,2026-03-07,,,,,,Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
19,georgia,intrust-bank-arena,VEN-000090,INTRUST Bank Arena,,Wichita,KS,arena,,,unknown,1,2025-03-20,2025-03-20,,,,,,Georgia media guide NCAA Tournament history plus established project NCAA archival site evidence/global physical venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
20,georgia,jma-wireless-dome,VEN-000096,JMA Wireless Dome,Carrier Dome,Syracuse,NY,stadium,,,unknown,2,1983-03-25,1983-03-27,,,,,,Georgia media guide NCAA Tournament history plus established project NCAA archival site evidence/global physical venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
21,georgia,jefferson-county-armory,VEN-000248,Jefferson County Armory,,Louisville,KY,arena,,,unknown,17,1941-02-28,1952-02-28,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
22,georgia,jon-m-huntsman-center,VEN-000097,Jon M. Huntsman Center,,Salt Lake City,UT,arena,,,unknown,1,1987-03-12,1987-03-12,,,,,,Georgia media guide NCAA Tournament history plus established project NCAA archival site evidence/global physical venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
23,georgia,keybank-center,VEN-000103,KeyBank Center,,Buffalo,NY,arena,,,unknown,1,2026-03-19,2026-03-19,,,,,,Georgia media guide NCAA Tournament history plus established project NCAA archival site evidence/global physical venue registry. Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
24,georgia,legacy-arena,VEN-000109,Legacy Arena,Birmingham-Jefferson Civic Center; BJCC,Birmingham,AL,arena,,,unknown,13,1979-02-28,1992-03-13,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
25,georgia,lloyd-noble-center,VEN-000116,Lloyd Noble Center,,Norman,OK,arena,,,unknown,1,2026-02-14,2026-02-14,,,,,,Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
26,georgia,mccamish-pavilion,VEN-000249,McCamish Pavilion,Alexander Memorial Coliseum,Atlanta,GA,arena,,,unknown,3,2008-03-15,2008-03-16,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
27,georgia,mcnichols-sports-arena,VEN-000128,McNichols Sports Arena,,Denver,CO,arena,,,unknown,1,1996-03-22,1996-03-22,,,,,,Georgia media guide NCAA Tournament history plus established project NCAA archival site evidence/global physical venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
28,georgia,memorial-gymnasium,VEN-000130,Memorial Gymnasium,,Nashville,TN,gymnasium,,,unknown,5,1984-03-07,2026-02-25,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only. Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
29,georgia,memphis-pyramid,VEN-000131,Memphis Pyramid,The Pyramid,Memphis,TN,arena,,,unknown,6,1994-03-10,1997-03-09,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
30,georgia,mizzou-arena,VEN-000137,Mizzou Arena,,Columbia,MO,arena,,,unknown,1,2026-01-20,2026-01-20,,,,,,Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
31,georgia,moody-center,VEN-000140,Moody Center,,Austin,TX,arena,,,unknown,1,2026-01-24,2026-01-24,,,,,,Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
32,georgia,moss-auditorium,VEN-000278,Moss Auditorium,,Athens,GA,auditorium,,,unknown,0,,,,,,,,"Georgia 2025-26 media guide, Previous Playing Facilities / Georgia Basketball Home Courts.","Guide says Moss Auditorium hosted most Georgia home games from 1920 until Woodruff Hall was completed, overlapping with the Octagon and a temporary return to Alumni Hall. No blanket per-game assignment is made."
33,georgia,oconnell-center,VEN-000154,O'Connell Center,,Gainesville,FL,arena,,,unknown,1,2026-01-06,2026-01-06,,,,,,Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
34,georgia,omni-coliseum,VEN-000157,Omni Coliseum,,Atlanta,GA,arena,,,unknown,22,1978-12-15,1994-12-14,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only. Georgia media guide NCAA Tournament history plus established project NCAA archival site evidence/global physical venue registry.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
35,georgia,orlando-arena,VEN-000158,Orlando Arena,,Orlando,FL,arena,,,unknown,1,1990-03-09,1990-03-09,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
36,georgia,pete-maravich-assembly-center,VEN-000163,Pete Maravich Assembly Center,LSU Assembly Center,Baton Rouge,LA,arena,,,unknown,5,1988-03-10,2026-02-07,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only. Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
37,georgia,rupp-arena,VEN-000181,Rupp Arena,,Lexington,KY,arena,,,unknown,5,1982-03-06,2026-02-17,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only. Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
38,georgia,smoothie-king-center,VEN-000188,Smoothie King Center,,New Orleans,LA,arena,,,unknown,2,2012-03-08,2012-03-09,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
39,georgia,spectrum-center,VEN-000190,Spectrum Center,,Charlotte,NC,arena,,,unknown,2,2011-03-18,2015-03-20,,,,,,Georgia media guide NCAA Tournament history plus established project NCAA archival site evidence/global physical venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
40,georgia,state-farm-arena,VEN-000195,State Farm Arena,,Atlanta,GA,arena,,,unknown,1,2025-12-13,2025-12-13,,,,,,Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
41,georgia,stegeman-coliseum,VEN-000198,Stegeman Coliseum,Georgia Coliseum,Athens,GA,arena,1964,,YEAR,961,1964-02-22,2026-03-03,home,1964-02-22,,exact,SOURCE_PROGRAM_HOME,"Georgia 2025-26 media guide, Previous Playing Facilities / Georgia Basketball Home Courts; established project global venue registry. Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.",Same physical building opened as Georgia Coliseum; first varsity game was 1964-02-22 vs. Georgia Tech. Renamed Stegeman Coliseum on 1996-03-02. Physical identity remains VEN-000198.
42,georgia,td-arena,VEN-000280,TD Arena,,Charleston,SC,arena,,,unknown,2,2025-11-21,2025-11-23,,,,,,Georgia Athletics official completed 2025-26 schedule and game/postseason evidence.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
43,georgia,georgia-octagon,VEN-000277,The Octagon,Octagon,Athens,GA,gymnasium,1916,,YEAR,0,,,,,,,,"Georgia 2025-26 media guide, Previous Playing Facilities / Georgia Basketball Home Courts.","Documented Georgia home venue around 1920, but used sparingly and overlapping with Moss Auditorium; retained as a venue identity without automated per-game chronology fallback."
44,georgia,the-pit,VEN-000208,The Pit,,Albuquerque,NM,arena,,,unknown,3,1983-04-02,1996-03-16,,,,,,Georgia media guide NCAA Tournament history plus established project NCAA archival site evidence/global physical venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
45,georgia,thompson-boling-arena,VEN-000211,Thompson-Boling Arena,,Knoxville,TN,arena,,,unknown,2,1989-03-09,1989-03-10,,,,,,"Owner-supplied Conference Tournament Site Reference: completed SIAA, Southern Conference, and SEC sections authorized for Georgia only.",Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
46,georgia,united-center,VEN-000217,United Center,,Chicago,IL,arena,,,unknown,2,2002-03-15,2002-03-17,,,,,,Georgia media guide NCAA Tournament history plus established project NCAA archival site evidence/global physical venue registry.,Per-game external venue assignment; physical identity reuses the established global venue registry unless noted as a Georgia onboarding prerequisite.
47,georgia,woodruff-hall,VEN-000279,Woodruff Hall,,Athens,GA,gymnasium,1925-02-21,,EXACT,405,1925-02-21,1964-02-08,home,1925-02-21,1964-02-08,exact,SOURCE_PROGRAM_HOME,"Georgia 2025-26 media guide, Previous Playing Facilities / Georgia Basketball Home Courts.","Officially dedicated Feb. 21, 1925 in Georgia’s 34-24 win over Georgia Tech; served as Georgia home through the 1963-64 season."
